video_id,group,topic,title,description,tags,category_id,published_at,duration,view_count,like_count,comment_count,duration_sec,tags_parsed
DJf-jPZ0M74,Game,LoL,"페이커 6번째 우승, 불가능을 현실로 만들다, 중국 미국 한국 해설 반응","2025. 11. 9.
2025 Worlds
Final
T1 vs KT

0:00 경기 시작전 LPL 인트로
0:23 중국
7:35 미국
14:22 한국

#faker, #league of legends, #t1, #t1 KT, #2025worlds",#Faker|#league of legends|#t1,20,2025-11-10T12:31:37Z,PT19M15S,358966,3207,363,1155,#Faker #league of legends #t1
NdVuEZywkG4,Game,LoL,[데마시아를 위하여] 2026 시즌 오프닝 인터뷰 | SUP편,"#LCK #ForOneLegacy #2026시즌오프닝 #시즌오프닝 #라인CK

서포터팀 피셜 반지원정대 구상 완료!
1월 9일 오후 6시에 진행되는 시즌 오프닝 매치에 많은 관심 부탁드립니다.

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 치지직: https://m.site.naver.com/1Z0Bn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|리그오브레전드|LoL|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|베스트모먼트|롤리나잇|성캐쇼|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|디플러스 기아|디플|플레임|시크릿보드룸|단군|꼬꼬갓|고수진|배혜지|함예진|윤수빈|노페|후니|박진영|마이크|롤즈|위클리|롤하이라이트|DNF|DN Freecs|디엔프릭스|든프|프린스|BFX|BNK FearX|분석데스크|이은빈,20,2026-01-07T12:00:48Z,PT5M57S,303984,0,500,357,LCK LCK Korea 롤챔스 리그오브레전드 LoL 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 베스트모먼트 롤리나잇 성캐쇼 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 디플러스 기아 디플 플레임 시크릿보드룸 단군 꼬꼬갓 고수진 배혜지 함예진 윤수빈 노페 후니 박진영 마이크 롤즈 위클리 롤하이라이트 DNF DN Freecs 디엔프릭스 든프 프린스 BFX BNK FearX 분석데스크 이은빈
O3md10Nc7P4,Game,LoL,대장님께서 날 봐주셨어! | 팀 MID vs 팀 BOT | 2026 시즌 오프닝,"#LCK #ForOneLegacy #2026시즌오프닝 

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 치지직: https://m.site.naver.com/1Z0Bn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|리그오브레전드|LoL|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|베스트모먼트|롤리나잇|성캐쇼|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|디플러스 기아|디플|플레임|시크릿보드룸|단군|꼬꼬갓|고수진|배혜지|함예진|윤수빈|노페|후니|박진영|마이크|롤즈|위클리|롤하이라이트|DNF|DN Freecs|디엔프릭스|든프|프린스|BFX|BNK FearX|분석데스크|이은빈,20,2026-01-09T14:04:36Z,PT17M17S,725002,0,779,1037,LCK LCK Korea 롤챔스 리그오브레전드 LoL 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 베스트모먼트 롤리나잇 성캐쇼 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 디플러스 기아 디플 플레임 시크릿보드룸 단군 꼬꼬갓 고수진 배혜지 함예진 윤수빈 노페 후니 박진영 마이크 롤즈 위클리 롤하이라이트 DNF DN Freecs 디엔프릭스 든프 프린스 BFX BNK FearX 분석데스크 이은빈
n9LrMFXEXKw,Game,LoL,T1 vs DK | 2라운드 패자조 | 우리은행 2025 LCK 플레이오프,"#LCK #ForOneLegacy

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|광동|광동프릭스|KDF|Kwangdong Freecs|베스트모먼트|롤리나잇|레알클래스|성캐쇼|LCK10주년|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|리브샌박|디플러스 기아|디플|플레임|시크릿보드룸|단군|리뷰데스크|포니|꼬꼬갓|고수진|배혜지|함예진|윤수빈|2023LCK|2023롤챔스|노페|후니|박진영,20,2025-09-18T12:16:23Z,PT4H52M15S,3804735,0,150,17535,LCK LCK Korea 롤챔스 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 광동 광동프릭스 KDF Kwangdong Freecs 베스트모먼트 롤리나잇 레알클래스 성캐쇼 LCK10주년 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 리브샌박 디플러스 기아 디플 플레임 시크릿보드룸 단군 리뷰데스크 포니 꼬꼬갓 고수진 배혜지 함예진 윤수빈 2023LCK 2023롤챔스 노페 후니 박진영
D2OmJcmlK44,Game,LoL,[LOL] 프레이 카이사 : 황새 카이사 제가 한번 먹어보겠습니다,"*리그오브레전드 프로게이머 프레이의 공식채널입니다.
*유튜브 영상은 공유하기로 퍼가셔도 됩니다.
*재밌게 보고 많이 퍼 가주세요!? 좋아요도 부탁드립니다.!
?
[ 방송 스트리밍 주소 Stream Link ]
? SOOP ◆ https://ch.sooplive.co.kr/pig2704 [생방송 : 20260118)
? Youtube Channel ◆??? / @pray94 
?
[프로게이머 & 장인 닉네임]
우리팀 : 설레임먹고싶네(퀸 장인), 1qwe(Xiaolaohu)
상대팀 : Kingen(NS?Kingen), love zed(제드 장인), 이스굿(이스굿)",LOL|리그오브레전드|프레이|프쨩|프짱|Pray|pray|Longzhu|Kz PraY|King Zone Dragon X,20,2026-01-20T10:00:17Z,PT36M14S,89573,385,31,2174,LOL 리그오브레전드 프레이 프쨩 프짱 Pray pray Longzhu Kz PraY King Zone Dragon X
_c6tUCAWd-A,Game,LoL,HLE vs DK 하이라이트 | Winners Finals | 2025 LoL KeSPA CUP,"* 경기별 다시보기는 디즈니+에서 시청 하실 수 있습니다.
* Replay of each games are available to watch on Disney+

풍성한 연말을 위해 2025 LoL KeSPA CUP이 이스포츠 팬 여러분을 찾아갑니다!??

비시즌에 진행되는 국내 유일 리그 오브 레전드 단기 컵대회?
놓치지 말고 디즈니+에서 라이브 스트리밍으로 만나보세요!

To make your end of 2025 even more exciting, the 2025 LoL KeSPA CUP is back!
One of the most exciting League of Legends Tournaments you should not miss during the off-season period!
2025 LoL KeSPA CUP is live exclusively on Disney+

?? 경기 일정 / Match Schedule
- 예선 (Group Stage): 12/6(토/Sat) ~ 12/8(월/Mon)
- 본선 (LCQ): 12/9(화/Tue)
- 결선 (Final Stage): 12/11(목/Thu) ~ 12/14(일/Sun)

?? 2025 LoL KeSPA CUP은 디즈니+에서 글로벌 생중계 됩니다.

The global streaming of the 2025 LoL KeSPA CUP is only available on Disney+.

? KeSPA 공식 SNS
- KeSPA 공식 X: https://x.com/kespa
- KeSPA 공식 인스타그램: https://instagram.com/koreaesports
- KeSPA 공식 페이스북: https://facebook.com/koreaesports

#KeSPACUP #케스파컵 #이스포츠",LoL|리그오브레전드|LCK|e스포츠|eSports|BNK|BNK 피어엑스|BNK FEARX|비엔케이|비엔케이 피어엑스|DK|Dplus Kia|DWG KIA|DAMWON KIA|담원|담원 기아|디플러스|디플러스 기아|DNF|DN FREECS|디엔 프릭스|DRX|디알엑스|GEN|Gen.G|젠지|HLE|Hanwha Life Esports|한화생명|한화생명e스포츠|KT|kt Rolster|kt 롤스터|케이티|케이티 롤스터|BRO|브리온|OK저축은행 브리온|OKSavingsBank BRION|NS|NONGSHIM|NS RedForce|농심|농심 레드포스|T1|티원|Cloud 9|클라우드나인|C9|팀리퀴드|TL|Team Liquid|베트남|Vietnam|일본|Japan|디즈니|디즈니 플러스|Disney Plus,20,2025-12-12T13:29:25Z,PT49M10S,841475,5251,1847,2950,LoL 리그오브레전드 LCK e스포츠 eSports BNK BNK 피어엑스 BNK FEARX 비엔케이 비엔케이 피어엑스 DK Dplus Kia DWG KIA DAMWON KIA 담원 담원 기아 디플러스 디플러스 기아 DNF DN FREECS 디엔 프릭스 DRX 디알엑스 GEN Gen.G 젠지 HLE Hanwha Life Esports 한화생명 한화생명e스포츠 KT kt Rolster kt 롤스터 케이티 케이티 롤스터 BRO 브리온 OK저축은행 브리온 OKSavingsBank BRION NS NONGSHIM NS RedForce 농심 농심 레드포스 T1 티원 Cloud 9 클라우드나인 C9 팀리퀴드 TL Team Liquid 베트남 Vietnam 일본 Japan 디즈니 디즈니 플러스 Disney Plus
bDMqoIq1kjo,Game,LoL,Twilight’s End | 2025 Season 3 Cinematic - League of Legends,"Centuries ago, Zaahen made a choice. Now, Xin Zhao must make his own.

Video created in partnership with Fortiche.

League of Legends - Play Free Now:
https://signup.leagueoflegends.com/",league|lol|league cinematic|league of legends cinematic|league season 3 cinematic|league season 3 cg|league of legends cg|league of legends|lol cinematic|lol cg|fortiche|league lore|league lore cinematic|xin zhao|xin|yunara|atakhan|leblanc|zaahen|darkin|demon|trials of twilight|yt:cc=on,20,2025-11-07T15:55:06Z,PT4M40S,58433012,267724,8941,280,league lol league cinematic league of legends cinematic league season 3 cinematic league season 3 cg league of legends cg league of legends lol cinematic lol cg fortiche league lore league lore cinematic xin zhao xin yunara atakhan leblanc zaahen darkin demon trials of twilight yt:cc=on
v4lw5I7naoQ,Game,LoL,탑은 졌다 | 팀 TOP vs 팀 MID | 2026 시즌 오프닝,"#LCK #ForOneLegacy #2026시즌오프닝 

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 치지직: https://m.site.naver.com/1Z0Bn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|리그오브레전드|LoL|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|베스트모먼트|롤리나잇|성캐쇼|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|디플러스 기아|디플|플레임|시크릿보드룸|단군|꼬꼬갓|고수진|배혜지|함예진|윤수빈|노페|후니|박진영|마이크|롤즈|위클리|롤하이라이트|DNF|DN Freecs|디엔프릭스|든프|프린스|BFX|BNK FearX|분석데스크|이은빈,20,2026-01-09T12:50:02Z,PT13M29S,379656,0,117,809,LCK LCK Korea 롤챔스 리그오브레전드 LoL 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 베스트모먼트 롤리나잇 성캐쇼 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 디플러스 기아 디플 플레임 시크릿보드룸 단군 꼬꼬갓 고수진 배혜지 함예진 윤수빈 노페 후니 박진영 마이크 롤즈 위클리 롤하이라이트 DNF DN Freecs 디엔프릭스 든프 프린스 BFX BNK FearX 분석데스크 이은빈
_1Bv4xN8Xf8,Game,LoL,라이엇이 한국 서버만 커스텀 스킨을 금지하는 이유 #shorts,"#shorts #롤 #커스텀스킨

※롤과 관련된 궁금한 점이 있으시면 언제든 댓글로 남겨주세요※",롤|League of Legends|lol|리그오브레전드|라이엇|팀운|신챔|정글|롤 신챔|롤 커스텀 스킨|커스텀 스킨|커스텀 스킨 사용 금지|커스텀 스킨 금지|롤 커스텀 스킨 해외|롤 커스텀 스킨 사이트,20,2024-05-26T03:15:01Z,PT56S,3417206,55534,1473,56,롤 League of Legends lol 리그오브레전드 라이엇 팀운 신챔 정글 롤 신챔 롤 커스텀 스킨 커스텀 스킨 커스텀 스킨 사용 금지 커스텀 스킨 금지 롤 커스텀 스킨 해외 롤 커스텀 스킨 사이트
giyVn5gcfZQ,Game,LoL,다시 보는 22MSI 페이커 레전드,#리그오브레전드 #lol #shorts #msi #페이커,리그오브레전드|lol|LCK|하이라이트|페이커|데프트|케리아,20,2023-04-19T08:53:40Z,PT23S,2204193,18609,1011,23,리그오브레전드 lol LCK 하이라이트 페이커 데프트 케리아
VGAH2DOOrhM,Game,LoL,IG vs T1 | 플레이-인 | 2025 월드 챔피언십,"#Worlds2025 #LCK #LCKWIN #GEN #HLE #KT #T1

??플레이-인: 10월 14일
??스위스 스테이지: 10월 15~25일
??토너먼트 스테이지: 10월 28일~11월 2일
??결승전: 11월 9일

? LCK 스토어 신규 오픈: https://lckstore.com
다양한 상품을 지금 바로 온라인에서 확인하세요!

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|광동|광동프릭스|KDF|Kwangdong Freecs|베스트모먼트|롤리나잇|레알클래스|성캐쇼|LCK10주년|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|리브샌박|디플러스 기아|디플|플레임|시크릿보드룸|단군|리뷰데스크|포니|꼬꼬갓|고수진|배혜지|함예진|윤수빈|2023LCK|2023롤챔스|노페|후니|박진영,20,2025-10-14T12:47:43Z,PT5H17M9S,3592150,0,239,19029,LCK LCK Korea 롤챔스 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 광동 광동프릭스 KDF Kwangdong Freecs 베스트모먼트 롤리나잇 레알클래스 성캐쇼 LCK10주년 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 리브샌박 디플러스 기아 디플 플레임 시크릿보드룸 단군 리뷰데스크 포니 꼬꼬갓 고수진 배혜지 함예진 윤수빈 2023LCK 2023롤챔스 노페 후니 박진영
CaJ3lSdCO_0,Game,LoL,[데마시아를 위하여] 2026 시즌 오프닝 드래프트,"#LCK #ForOneLegacy #2026시즌오프닝 

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 치지직: https://m.site.naver.com/1Z0Bn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|리그오브레전드|LoL|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|베스트모먼트|롤리나잇|성캐쇼|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|디플러스 기아|디플|플레임|시크릿보드룸|단군|꼬꼬갓|고수진|배혜지|함예진|윤수빈|노페|후니|박진영|마이크|롤즈|위클리|롤하이라이트|DNF|DN Freecs|디엔프릭스|든프|프린스|BFX|BNK FearX|분석데스크|이은빈,20,2026-01-05T09:00:07Z,PT25M43S,900173,0,1464,1543,LCK LCK Korea 롤챔스 리그오브레전드 LoL 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 베스트모먼트 롤리나잇 성캐쇼 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 디플러스 기아 디플 플레임 시크릿보드룸 단군 꼬꼬갓 고수진 배혜지 함예진 윤수빈 노페 후니 박진영 마이크 롤즈 위클리 롤하이라이트 DNF DN Freecs 디엔프릭스 든프 프린스 BFX BNK FearX 분석데스크 이은빈
TMARMpn-Ka8,Game,LoL,"2026 새 시즌 첫 날, 10줄 요약","비지니스 메일: youtubeps@naver.com
* 유튜브, LOL.PS를 통한 다양한 광고 문의 가능합니다.

PS채널이 직접 운영하는 '리그오브레전드 포탈 사이트'
https://lol.ps/
챔피언 빌드 검색부터, PS표 티어리스트까지 실시간으로 확인하세요.

프로관전러 P.S 멤버십을 오픈하였습니다. https://www.youtube.com/channel/UCqI5lyTpC79pOy2D-VXAMdA/join

여러분의 후원은 저희에게 큰 힘이 됩니다.
==================================================
구독, 좋아요는 저희에게 큰 힘이 됩니다.
*프로선수들 솔랭플레이, 통계수치, 패치방향, 대회 관전을 종합하여 여러분께 최신 메타를 보기좋게 보여드립니다.*
*가끔 메타에 특별한게 없으면, 다양한 주제로 찾아뵙겠습니다*
==================================================
참고하는 사이트
1. lol.ps : 한국섭 데이터 관련해서는 모두 이곳에서 제공합니다.
2. 롤 공식 홈페이지 : 기본적인 설명툴, 이미지는 여기서 가져옵니다.
==================================================
솔랭 관전 영상의 1차 저작권은 라이엇게임즈에 있으며
이를 재 편집, 배포하는 행위는 2차 저작물 제작 행위로
저작권법의 보호를 받습니다.
또한 솔랭 관전영상을 편집하고 유튜브에 게시하는 행위에 대해
라이엇 게임즈에 가능하다는 답변을 받았습니다.
스트리밍 화면 사용 등은 최대한 지양하며,
간혹 사용하게 될 경우 철저히 본 스트리머에게 허락을 구합니다
==================================================
본 영상의 BGM 정보
Music provided by NoCopyrightSounds.
아웃트로 : Track: Jim Yosef - Fall With Me [NCS Release]
Watch: https://youtu.be/BG_W8Z74nG8
Free Download / Stream: http://ncs.io/FallWithMe

본 영상의 Tag 정보
#26_1패치 #새시즌 #10줄요약",리그오브레전드|LOL|관전|꿀챔프|프로관전러|lol.ps,20,2026-01-08T15:13:39Z,PT16M29S,249289,1784,523,989,리그오브레전드 LOL 관전 꿀챔프 프로관전러 lol.ps
IPooyPRsF60,Game,LoL,?2026 롤 Salvation 시네마틱 분석! 이 남자는 누구일까??,"#롤 #리그오브레전드

2026 롤 데마시아 시네마틱 영상 속 남자의 정체를 공개합니다.

▶? 링고 멤버십 - https://www.youtube.com/channel/UC-N9O2cNpA5nzJiw-Ap6_gQ/join
▶? 링고 디코 채널 - discord.gg/w649mpRhkB

곡목: [Devilfish_On_The_Line]
아티스트: [리그 오브 레전드]
라이엇 게임즈 제공 [https://www.leagueoflegends.com/ko-kr/news/community/riot-music-creator-safe-guidelines/]",롤|리그 오브 레전드,20,2026-01-07T17:14:58Z,PT1M29S,13537,52,47,89,롤 리그 오브 레전드
GQfT-DXGLqs,Game,LoL,"LPL의 악몽, 절망, 그리고 아버지, 중국 미국 한국 해설 반응","2025. 10.31.
2025 Worlds
Knock Stage
T1 vs AL

0:00 중국
6:04 미국
12:11 한국

#faker, #league of legends, #t1, #t1 AL, #2025worlds",#Faker|#league of legends|#t1,20,2025-10-31T19:14:27Z,PT17M31S,378589,3124,487,1051,#Faker #league of legends #t1
